source;target;Type;Weight
550;129;Undirected;0.5
550;298;Undirected;0.5
550;327;Undirected;0.5
550;334;Undirected;0.5
550;358;Undirected;0.5
550;428;Undirected;0.5
550;468;Undirected;0.5
550;475;Undirected;0.5
550;499;Undirected;0.5
550;519;Undirected;0.5
550;604;Undirected;0.5
550;618;Undirected;0.5
550;625;Undirected;0.5
550;670;Undirected;0.5
550;695;Undirected;0.5
550;734;Undirected;0.5
550;812;Undirected;0.5
550;857;Undirected;0.5
550;886;Undirected;0.5
550;925;Undirected;0.5
550;1009;Undirected;0.5
550;1032;Undirected;0.5
550;1052;Undirected;0.5
550;1077;Undirected;0.5
550;1103;Undirected;0.5
550;1147;Undirected;0.5
550;1160;Undirected;0.5
550;1224;Undirected;0.5
550;1247;Undirected;0.5
550;1249;Undirected;0.5
550;1293;Undirected;0.5
550;1294;Undirected;0.5
550;1343;Undirected;0.5
550;1374;Undirected;0.5
550;1393;Undirected;0.5
550;1406;Undirected;0.5
550;1516;Undirected;0.5
550;1564;Undirected;0.5
550;1605;Undirected;0.5
550;1624;Undirected;0.5
550;1710;Undirected;0.5
550;1713;Undirected;0.5
550;1714;Undirected;0.5
550;1742;Undirected;0.5
550;1778;Undirected;0.5
552;112;Undirected;0.5
552;153;Undirected;0.5
552;168;Undirected;0.5
552;246;Undirected;0.5
552;262;Undirected;0.5
552;264;Undirected;0.5
552;302;Undirected;0.5
552;303;Undirected;0.5
552;357;Undirected;0.5
552;382;Undirected;0.5
552;396;Undirected;1.5
552;400;Undirected;0.5
552;410;Undirected;1.0
552;417;Undirected;0.5
552;430;Undirected;1.0
552;459;Undirected;0.5
552;468;Undirected;0.5
552;480;Undirected;0.5
552;484;Undirected;0.5
552;505;Undirected;0.5
552;511;Undirected;1.0
552;536;Undirected;1.0
552;541;Undirected;0.5
552;572;Undirected;0.5
552;577;Undirected;1.5
552;581;Undirected;0.5
552;623;Undirected;0.5
552;714;Undirected;0.5
552;746;Undirected;0.5
552;747;Undirected;0.5
552;796;Undirected;0.5
552;823;Undirected;0.5
552;832;Undirected;0.5
552;842;Undirected;0.5
552;849;Undirected;0.5
552;850;Undirected;0.5
552;896;Undirected;0.5
552;948;Undirected;0.5
552;1016;Undirected;0.5
552;1022;Undirected;0.5
552;1028;Undirected;0.5
552;1077;Undirected;1.0
552;1100;Undirected;0.5
552;1106;Undirected;0.5
552;1182;Undirected;0.5
552;1191;Undirected;0.5
552;1227;Undirected;0.5
552;1229;Undirected;0.5
552;1231;Undirected;0.5
552;1247;Undirected;0.5
552;1251;Undirected;0.5
552;1345;Undirected;0.5
552;1394;Undirected;0.5
552;1426;Undirected;0.5
552;1428;Undirected;0.5
552;1429;Undirected;0.5
552;1445;Undirected;0.5
552;1462;Undirected;0.5
552;1516;Undirected;1.0
552;1547;Undirected;0.5
552;1605;Undirected;0.5
552;1693;Undirected;0.5
552;1694;Undirected;0.5
552;1713;Undirected;0.5
552;1714;Undirected;0.5
552;1721;Undirected;0.5
552;1726;Undirected;0.5
552;1727;Undirected;0.5
552;1747;Undirected;0.5
552;1752;Undirected;0.5
552;1768;Undirected;0.5
552;1774;Undirected;0.5
552;1775;Undirected;0.5
552;1778;Undirected;0.5
553;315;Undirected;0.5
553;384;Undirected;0.5
553;393;Undirected;0.5
553;477;Undirected;0.5
553;646;Undirected;0.5
553;660;Undirected;0.5
553;756;Undirected;0.5
553;861;Undirected;0.5
553;965;Undirected;0.5
553;966;Undirected;0.5
553;1216;Undirected;0.5
553;1552;Undirected;0.5
553;1688;Undirected;0.5
554;331;Undirected;0.5
554;857;Undirected;0.5
555;34;Undirected;0.5
555;74;Undirected;0.5
555;115;Undirected;0.5
555;129;Undirected;0.5
555;161;Undirected;0.5
555;228;Undirected;0.5
555;279;Undirected;0.5
555;290;Undirected;0.5
555;324;Undirected;0.5
555;343;Undirected;0.5
555;355;Undirected;0.5
555;405;Undirected;0.5
555;466;Undirected;0.5
555;475;Undirected;0.5
555;486;Undirected;0.5
555;494;Undirected;0.5
555;539;Undirected;0.5
555;543;Undirected;0.5
555;546;Undirected;0.5
555;565;Undirected;0.5
555;569;Undirected;0.5
555;584;Undirected;0.5
555;605;Undirected;0.5
555;610;Undirected;0.5
555;640;Undirected;0.5
555;644;Undirected;0.5
555;675;Undirected;0.5
555;809;Undirected;0.5
555;836;Undirected;0.5
555;874;Undirected;0.5
555;880;Undirected;0.5
555;907;Undirected;0.5
555;914;Undirected;0.5
555;918;Undirected;0.5
555;919;Undirected;0.5
555;975;Undirected;0.5
555;999;Undirected;0.5
555;1065;Undirected;0.5
555;1066;Undirected;0.5
555;1142;Undirected;0.5
555;1167;Undirected;0.5
555;1174;Undirected;0.5
555;1183;Undirected;0.5
555;1210;Undirected;0.5
555;1212;Undirected;0.5
555;1234;Undirected;0.5
555;1252;Undirected;0.5
555;1290;Undirected;0.5
555;1324;Undirected;0.5
555;1339;Undirected;0.5
555;1378;Undirected;0.5
555;1380;Undirected;0.5
555;1382;Undirected;0.5
555;1384;Undirected;0.5
555;1392;Undirected;0.5
555;1418;Undirected;0.5
555;1434;Undirected;0.5
555;1470;Undirected;0.5
555;1474;Undirected;0.5
555;1501;Undirected;0.5
555;1512;Undirected;0.5
555;1524;Undirected;0.5
555;1539;Undirected;0.5
555;1588;Undirected;0.5
555;1608;Undirected;0.5
555;1612;Undirected;0.5
555;1634;Undirected;0.5
555;1644;Undirected;0.5
555;1660;Undirected;0.5
555;1667;Undirected;0.5
555;1687;Undirected;0.5
555;1720;Undirected;0.5
555;1749;Undirected;0.5
555;1780;Undirected;0.5
559;1;Undirected;0.5
559;23;Undirected;0.5
559;47;Undirected;1.0
559;85;Undirected;1.0
559;138;Undirected;0.5
559;176;Undirected;1.0
559;189;Undirected;1.0
559;192;Undirected;1.0
559;213;Undirected;0.5
559;216;Undirected;1.0
559;225;Undirected;0.5
559;229;Undirected;0.5
559;252;Undirected;1.0
559;404;Undirected;0.5
559;414;Undirected;0.5
559;444;Undirected;0.5
559;503;Undirected;0.5
559;568;Undirected;0.5
559;599;Undirected;0.5
559;626;Undirected;0.5
559;667;Undirected;0.5
559;672;Undirected;0.5
559;673;Undirected;1.0
559;688;Undirected;0.5
559;721;Undirected;0.5
559;780;Undirected;0.5
559;785;Undirected;0.5
559;814;Undirected;0.5
559;842;Undirected;0.5
559;862;Undirected;1.0
559;891;Undirected;0.5
559;929;Undirected;0.5
559;933;Undirected;0.5
559;937;Undirected;1.0
559;948;Undirected;0.5
559;1062;Undirected;1.0
559;1087;Undirected;1.0
559;1124;Undirected;0.5
559;1159;Undirected;0.5
559;1162;Undirected;0.5
559;1194;Undirected;0.5
559;1206;Undirected;1.0
559;1233;Undirected;0.5
559;1301;Undirected;0.5
559;1336;Undirected;0.5
559;1366;Undirected;0.5
559;1374;Undirected;1.0
559;1377;Undirected;0.5
559;1397;Undirected;0.5
559;1424;Undirected;0.5
559;1438;Undirected;1.0
559;1440;Undirected;1.0
559;1443;Undirected;0.5
559;1450;Undirected;0.5
559;1453;Undirected;1.0
559;1454;Undirected;1.0
559;1479;Undirected;0.5
559;1606;Undirected;1.0
559;1615;Undirected;0.5
559;1637;Undirected;0.5
559;1665;Undirected;0.5
559;1669;Undirected;0.5
559;1701;Undirected;1.0
559;1716;Undirected;1.0
559;1735;Undirected;0.5
559;1757;Undirected;0.5
559;1769;Undirected;0.5
560;6;Undirected;0.5
560;56;Undirected;0.5
560;164;Undirected;0.5
560;187;Undirected;0.5
560;244;Undirected;0.5
560;309;Undirected;0.5
560;325;Undirected;0.5
560;329;Undirected;0.5
560;337;Undirected;0.5
560;342;Undirected;0.5
560;363;Undirected;0.5
560;442;Undirected;0.5
560;463;Undirected;0.5
560;524;Undirected;0.5
560;633;Undirected;0.5
560;687;Undirected;0.5
560;763;Undirected;0.5
560;864;Undirected;0.5
560;1059;Undirected;0.5
560;1073;Undirected;0.5
560;1108;Undirected;0.5
560;1268;Undirected;0.5
560;1307;Undirected;0.5
560;1373;Undirected;0.5
560;1551;Undirected;0.5
560;1618;Undirected;0.5
560;1654;Undirected;0.5
560;1658;Undirected;0.5
560;1678;Undirected;0.5
560;1784;Undirected;0.5
562;19;Undirected;0.5
562;26;Undirected;0.5
562;57;Undirected;0.5
562;61;Undirected;0.5
562;76;Undirected;1.0
562;87;Undirected;0.5
562;89;Undirected;0.5
562;102;Undirected;0.5
562;112;Undirected;1.0
562;124;Undirected;0.5
562;170;Undirected;0.5
562;180;Undirected;0.5
562;208;Undirected;1.0
562;237;Undirected;0.5
562;280;Undirected;0.5
562;287;Undirected;0.5
562;298;Undirected;0.5
562;334;Undirected;1.0
562;349;Undirected;0.5
562;379;Undirected;1.0
562;678;Undirected;0.5
562;691;Undirected;0.5
562;692;Undirected;0.5
562;701;Undirected;0.5
562;730;Undirected;1.0
562;974;Undirected;0.5
562;990;Undirected;0.5
562;1044;Undirected;1.0
562;1096;Undirected;0.5
562;1101;Undirected;1.0
562;1102;Undirected;1.0
562;1152;Undirected;0.5
562;1160;Undirected;0.5
562;1161;Undirected;0.5
562;1175;Undirected;0.5
562;1186;Undirected;0.5
562;1189;Undirected;1.0
562;1204;Undirected;1.0
562;1215;Undirected;1.0
562;1250;Undirected;0.5
562;1284;Undirected;0.5
562;1316;Undirected;1.0
562;1354;Undirected;0.5
562;1408;Undirected;0.5
562;1425;Undirected;1.0
562;1443;Undirected;0.5
562;1458;Undirected;1.0
562;1460;Undirected;0.5
562;1534;Undirected;1.0
562;1562;Undirected;0.5
562;1613;Undirected;1.0
562;1623;Undirected;1.0
562;1628;Undirected;0.5
562;1648;Undirected;0.5
562;1682;Undirected;0.5
562;1686;Undirected;0.5
562;1697;Undirected;0.5
562;1731;Undirected;0.5
562;1739;Undirected;1.0
562;1754;Undirected;0.5
562;1762;Undirected;0.5
562;1770;Undirected;0.5
563;38;Undirected;0.5
563;51;Undirected;1.0
563;52;Undirected;0.5
563;58;Undirected;0.5
563;66;Undirected;0.5
563;71;Undirected;0.5
563;78;Undirected;0.5
563;83;Undirected;0.5
563;97;Undirected;1.0
563;126;Undirected;0.5
563;146;Undirected;0.5
563;165;Undirected;0.5
563;200;Undirected;0.5
563;215;Undirected;0.5
563;219;Undirected;0.5
563;236;Undirected;0.5
563;247;Undirected;0.5
563;263;Undirected;0.5
563;277;Undirected;0.5
563;279;Undirected;0.5
563;315;Undirected;0.5
563;327;Undirected;0.5
563;338;Undirected;0.5
563;360;Undirected;0.5
563;384;Undirected;0.5
563;393;Undirected;0.5
563;407;Undirected;1.0
563;418;Undirected;1.0
563;419;Undirected;0.5
563;470;Undirected;0.5
563;471;Undirected;0.5
563;474;Undirected;0.5
563;475;Undirected;0.5
563;477;Undirected;0.5
563;489;Undirected;0.5
563;570;Undirected;0.5
563;606;Undirected;0.5
563;615;Undirected;0.5
563;699;Undirected;0.5
563;750;Undirected;1.0
563;757;Undirected;0.5
563;758;Undirected;0.5
563;818;Undirected;0.5
563;852;Undirected;0.5
563;866;Undirected;0.5
563;883;Undirected;0.5
563;900;Undirected;0.5
563;904;Undirected;0.5
563;965;Undirected;0.5
563;966;Undirected;0.5
563;1054;Undirected;0.5
563;1069;Undirected;0.5
563;1076;Undirected;0.5
563;1171;Undirected;1.0
563;1275;Undirected;0.5
563;1287;Undirected;0.5
563;1306;Undirected;0.5
563;1335;Undirected;0.5
563;1343;Undirected;0.5
563;1369;Undirected;0.5
563;1412;Undirected;0.5
563;1414;Undirected;0.5
563;1426;Undirected;0.5
563;1435;Undirected;0.5
563;1444;Undirected;0.5
563;1510;Undirected;0.5
563;1511;Undirected;0.5
563;1537;Undirected;0.5
563;1538;Undirected;0.5
563;1543;Undirected;0.5
563;1597;Undirected;0.5
563;1602;Undirected;0.5
563;1603;Undirected;0.5
563;1621;Undirected;0.5
563;1684;Undirected;0.5
563;1685;Undirected;0.5
563;1694;Undirected;0.5
563;1720;Undirected;0.5
563;1756;Undirected;0.5
563;1774;Undirected;0.5
564;1;Undirected;0.5
564;5;Undirected;0.5
564;15;Undirected;0.5
564;23;Undirected;0.5
564;28;Undirected;0.5
564;30;Undirected;0.5
564;84;Undirected;1.0
564;92;Undirected;0.5
564;125;Undirected;1.0
564;138;Undirected;0.5
564;155;Undirected;0.5
564;157;Undirected;1.0
564;160;Undirected;0.5
564;167;Undirected;1.0
564;209;Undirected;0.5
564;213;Undirected;0.5
564;227;Undirected;0.5
564;229;Undirected;0.5
564;258;Undirected;1.0
564;267;Undirected;0.5
564;292;Undirected;1.5
564;301;Undirected;1.0
564;381;Undirected;1.5
564;414;Undirected;0.5
564;421;Undirected;1.0
564;422;Undirected;0.5
564;425;Undirected;0.5
564;437;Undirected;0.5
564;438;Undirected;0.5
564;442;Undirected;1.0
564;444;Undirected;0.5
564;445;Undirected;0.5
564;446;Undirected;0.5
564;454;Undirected;0.5
564;460;Undirected;0.5
564;462;Undirected;0.5
564;486;Undirected;0.5
564;521;Undirected;0.5
564;537;Undirected;0.5
564;540;Undirected;1.0
564;546;Undirected;0.5
564;549;Undirected;0.5
564;578;Undirected;0.5
564;603;Undirected;0.5
564;608;Undirected;0.5
564;617;Undirected;0.5
564;626;Undirected;0.5
564;637;Undirected;0.5
564;650;Undirected;0.5
564;667;Undirected;0.5
564;669;Undirected;1.0
564;670;Undirected;0.5
564;679;Undirected;0.5
564;682;Undirected;1.5
564;711;Undirected;0.5
564;719;Undirected;0.5
564;720;Undirected;0.5
564;721;Undirected;0.5
564;723;Undirected;1.5
564;724;Undirected;1.0
564;726;Undirected;0.5
564;729;Undirected;0.5
564;731;Undirected;0.5
564;739;Undirected;0.5
564;755;Undirected;1.5
564;780;Undirected;0.5
564;783;Undirected;0.5
564;785;Undirected;0.5
564;799;Undirected;0.5
564;807;Undirected;1.0
564;808;Undirected;0.5
564;809;Undirected;0.5
564;813;Undirected;1.5
564;814;Undirected;0.5
564;817;Undirected;0.5
564;820;Undirected;0.5
564;824;Undirected;0.5
564;828;Undirected;0.5
564;839;Undirected;0.5
564;859;Undirected;1.5
564;869;Undirected;1.0
564;882;Undirected;0.5
564;891;Undirected;0.5
564;892;Undirected;0.5
564;903;Undirected;0.5
564;909;Undirected;0.5
564;913;Undirected;1.5
564;929;Undirected;0.5
564;932;Undirected;1.0
564;933;Undirected;0.5
564;934;Undirected;0.5
564;935;Undirected;0.5
564;938;Undirected;1.5
564;959;Undirected;1.5
564;962;Undirected;1.0
564;977;Undirected;1.0
564;980;Undirected;1.0
564;1002;Undirected;1.5
564;1051;Undirected;1.0
564;1056;Undirected;1.0
564;1064;Undirected;0.5
564;1084;Undirected;0.5
564;1094;Undirected;0.5
564;1109;Undirected;0.5
564;1124;Undirected;1.5
564;1140;Undirected;1.0
564;1144;Undirected;1.0
564;1155;Undirected;0.5
564;1159;Undirected;0.5
564;1170;Undirected;0.5
564;1178;Undirected;0.5
564;1185;Undirected;0.5
564;1193;Undirected;0.5
564;1194;Undirected;0.5
564;1208;Undirected;1.0
564;1228;Undirected;1.0
564;1233;Undirected;0.5
564;1237;Undirected;0.5
564;1242;Undirected;0.5
564;1252;Undirected;1.0
564;1263;Undirected;1.0
564;1265;Undirected;0.5
564;1273;Undirected;1.5
564;1279;Undirected;0.5
564;1285;Undirected;0.5
564;1301;Undirected;0.5
564;1307;Undirected;0.5
564;1321;Undirected;0.5
564;1322;Undirected;0.5
564;1324;Undirected;0.5
564;1325;Undirected;0.5
564;1327;Undirected;0.5
564;1334;Undirected;0.5
564;1363;Undirected;0.5
564;1366;Undirected;0.5
564;1367;Undirected;1.5
564;1373;Undirected;0.5
564;1374;Undirected;0.5
564;1377;Undirected;0.5
564;1383;Undirected;0.5
564;1393;Undirected;1.5
564;1410;Undirected;1.0
564;1432;Undirected;1.5
564;1433;Undirected;1.5
564;1434;Undirected;1.0
564;1459;Undirected;1.5
564;1463;Undirected;0.5
564;1473;Undirected;0.5
564;1475;Undirected;0.5
564;1477;Undirected;1.0
564;1479;Undirected;0.5
564;1484;Undirected;0.5
564;1508;Undirected;0.5
564;1509;Undirected;1.5
564;1512;Undirected;0.5
564;1554;Undirected;0.5
564;1563;Undirected;0.5
564;1574;Undirected;0.5
564;1584;Undirected;1.0
564;1587;Undirected;0.5
564;1608;Undirected;0.5
564;1615;Undirected;0.5
564;1620;Undirected;0.5
564;1637;Undirected;0.5
564;1640;Undirected;0.5
564;1649;Undirected;0.5
564;1662;Undirected;1.0
564;1665;Undirected;0.5
564;1669;Undirected;0.5
564;1678;Undirected;0.5
564;1689;Undirected;0.5
564;1705;Undirected;0.5
564;1712;Undirected;1.5
564;1735;Undirected;0.5
564;1744;Undirected;1.0
564;1748;Undirected;0.5
564;1763;Undirected;0.5
564;1776;Undirected;0.5
564;1777;Undirected;0.5
564;1782;Undirected;1.5
565;7;Undirected;0.5
565;8;Undirected;0.5
565;21;Undirected;0.5
565;27;Undirected;0.5
565;34;Undirected;0.5
565;74;Undirected;0.5
565;115;Undirected;0.5
565;129;Undirected;0.5
565;161;Undirected;0.5
565;222;Undirected;0.5
565;223;Undirected;0.5
565;228;Undirected;0.5
565;268;Undirected;0.5
565;279;Undirected;0.5
565;281;Undirected;0.5
565;290;Undirected;1.0
565;295;Undirected;0.5
565;324;Undirected;1.0
565;343;Undirected;0.5
565;355;Undirected;0.5
565;399;Undirected;0.5
565;405;Undirected;0.5
565;466;Undirected;0.5
565;475;Undirected;0.5
565;486;Undirected;0.5
565;494;Undirected;0.5
565;516;Undirected;0.5
565;527;Undirected;0.5
565;539;Undirected;0.5
565;543;Undirected;0.5
565;546;Undirected;0.5
565;555;Undirected;0.5
565;569;Undirected;1.0
565;584;Undirected;0.5
565;600;Undirected;0.5
565;602;Undirected;0.5
565;605;Undirected;0.5
565;610;Undirected;0.5
565;613;Undirected;0.5
565;628;Undirected;0.5
565;640;Undirected;1.0
565;644;Undirected;0.5
565;675;Undirected;0.5
565;800;Undirected;0.5
565;803;Undirected;0.5
565;809;Undirected;0.5
565;813;Undirected;0.5
565;836;Undirected;0.5
565;873;Undirected;0.5
565;874;Undirected;1.0
565;880;Undirected;0.5
565;907;Undirected;0.5
565;914;Undirected;0.5
565;915;Undirected;0.5
565;918;Undirected;0.5
565;919;Undirected;0.5
565;975;Undirected;0.5
565;978;Undirected;0.5
565;999;Undirected;0.5
565;1064;Undirected;0.5
565;1065;Undirected;0.5
565;1066;Undirected;1.0
565;1125;Undirected;0.5
565;1142;Undirected;0.5
565;1145;Undirected;0.5
565;1167;Undirected;0.5
565;1172;Undirected;0.5
565;1174;Undirected;0.5
565;1183;Undirected;0.5
565;1210;Undirected;0.5
565;1212;Undirected;0.5
565;1234;Undirected;0.5
565;1235;Undirected;0.5
565;1252;Undirected;0.5
565;1262;Undirected;0.5
565;1290;Undirected;0.5
565;1324;Undirected;0.5
565;1339;Undirected;0.5
565;1378;Undirected;1.0
565;1380;Undirected;0.5
565;1382;Undirected;0.5
565;1384;Undirected;0.5
565;1392;Undirected;0.5
565;1418;Undirected;0.5
565;1434;Undirected;0.5
565;1470;Undirected;0.5
565;1474;Undirected;0.5
565;1501;Undirected;1.0
565;1512;Undirected;0.5
565;1524;Undirected;0.5
565;1539;Undirected;0.5
565;1554;Undirected;0.5
565;1579;Undirected;0.5
565;1588;Undirected;0.5
565;1608;Undirected;0.5
565;1612;Undirected;1.0
565;1634;Undirected;0.5
565;1644;Undirected;0.5
565;1660;Undirected;1.0
565;1667;Undirected;0.5
565;1675;Undirected;0.5
565;1687;Undirected;0.5
565;1720;Undirected;0.5
565;1749;Undirected;0.5
565;1780;Undirected;0.5
566;18;Undirected;0.5
566;29;Undirected;0.5
566;42;Undirected;0.5
566;53;Undirected;0.5
566;60;Undirected;0.5
566;66;Undirected;0.5
566;70;Undirected;0.5
566;85;Undirected;0.5
566;99;Undirected;0.5
566;117;Undirected;0.5
566;131;Undirected;0.5
566;140;Undirected;0.5
566;154;Undirected;0.5
566;155;Undirected;0.5
566;156;Undirected;0.5
566;160;Undirected;0.5
566;211;Undirected;0.5
566;245;Undirected;0.5
566;252;Undirected;0.5
566;257;Undirected;0.5
566;270;Undirected;0.5
566;291;Undirected;0.5
566;323;Undirected;0.5
566;325;Undirected;0.5
566;341;Undirected;0.5
566;347;Undirected;0.5
566;403;Undirected;0.5
566;420;Undirected;0.5
566;425;Undirected;0.5
566;429;Undirected;0.5
566;432;Undirected;0.5
566;447;Undirected;0.5
566;457;Undirected;0.5
566;503;Undirected;0.5
566;510;Undirected;0.5
566;515;Undirected;0.5
566;517;Undirected;0.5
566;523;Undirected;0.5
566;531;Undirected;0.5
566;534;Undirected;0.5
566;587;Undirected;0.5
566;596;Undirected;0.5
566;597;Undirected;0.5
566;599;Undirected;0.5
566;619;Undirected;0.5
566;622;Undirected;0.5
566;634;Undirected;0.5
566;636;Undirected;0.5
566;648;Undirected;0.5
566;659;Undirected;0.5
566;672;Undirected;0.5
566;705;Undirected;0.5
566;710;Undirected;0.5
566;713;Undirected;0.5
566;716;Undirected;0.5
566;732;Undirected;0.5
566;755;Undirected;0.5
566;759;Undirected;0.5
566;775;Undirected;0.5
566;790;Undirected;0.5
566;793;Undirected;0.5
566;815;Undirected;0.5
566;816;Undirected;0.5
566;857;Undirected;0.5
566;878;Undirected;0.5
566;1008;Undirected;0.5
566;1034;Undirected;0.5
566;1047;Undirected;0.5
566;1073;Undirected;0.5
566;1083;Undirected;0.5
566;1085;Undirected;0.5
566;1115;Undirected;0.5
566;1122;Undirected;0.5
566;1130;Undirected;0.5
566;1139;Undirected;0.5
566;1141;Undirected;0.5
566;1157;Undirected;0.5
566;1171;Undirected;0.5
566;1219;Undirected;0.5
566;1221;Undirected;0.5
566;1255;Undirected;0.5
566;1274;Undirected;0.5
566;1321;Undirected;0.5
566;1350;Undirected;0.5
566;1367;Undirected;0.5
566;1374;Undirected;0.5
566;1385;Undirected;0.5
566;1400;Undirected;0.5
566;1428;Undirected;0.5
566;1450;Undirected;0.5
566;1457;Undirected;0.5
566;1517;Undirected;0.5
566;1531;Undirected;0.5
566;1555;Undirected;0.5
566;1592;Undirected;0.5
566;1598;Undirected;0.5
566;1599;Undirected;0.5
566;1604;Undirected;0.5
566;1618;Undirected;0.5
566;1635;Undirected;0.5
566;1640;Undirected;0.5
566;1653;Undirected;0.5
566;1655;Undirected;0.5
566;1673;Undirected;0.5
566;1757;Undirected;0.5
566;1766;Undirected;0.5
566;1772;Undirected;0.5
566;1779;Undirected;0.5
566;1781;Undirected;0.5
568;1;Undirected;0.5
568;23;Undirected;0.5
568;47;Undirected;0.5
568;85;Undirected;0.5
568;138;Undirected;0.5
568;176;Undirected;0.5
568;189;Undirected;0.5
568;192;Undirected;0.5
568;213;Undirected;0.5
568;216;Undirected;0.5
568;225;Undirected;1.0
568;229;Undirected;0.5
568;252;Undirected;0.5
568;404;Undirected;0.5
568;414;Undirected;0.5
568;444;Undirected;0.5
568;503;Undirected;1.0
568;559;Undirected;0.5
568;599;Undirected;1.0
568;626;Undirected;0.5
568;667;Undirected;0.5
568;672;Undirected;1.0
568;673;Undirected;0.5
568;688;Undirected;1.0
568;721;Undirected;0.5
568;780;Undirected;0.5
568;785;Undirected;0.5
568;814;Undirected;0.5
568;842;Undirected;0.5
568;862;Undirected;0.5
568;891;Undirected;0.5
568;929;Undirected;0.5
568;933;Undirected;0.5
568;937;Undirected;0.5
568;948;Undirected;1.0
568;1062;Undirected;0.5
568;1087;Undirected;0.5
568;1124;Undirected;0.5
568;1159;Undirected;0.5
568;1162;Undirected;0.5
568;1194;Undirected;0.5
568;1206;Undirected;0.5
568;1233;Undirected;0.5
568;1301;Undirected;0.5
568;1336;Undirected;0.5
568;1366;Undirected;0.5
568;1374;Undirected;0.5
568;1377;Undirected;0.5
568;1397;Undirected;0.5
568;1424;Undirected;0.5
568;1438;Undirected;0.5
568;1440;Undirected;0.5
568;1443;Undirected;0.5
568;1450;Undirected;1.0
568;1453;Undirected;0.5
568;1454;Undirected;0.5
568;1479;Undirected;0.5
568;1606;Undirected;0.5
568;1615;Undirected;0.5
568;1637;Undirected;0.5
568;1665;Undirected;0.5
568;1669;Undirected;0.5
568;1701;Undirected;0.5
568;1716;Undirected;0.5
568;1735;Undirected;0.5
568;1769;Undirected;0.5
569;7;Undirected;0.5
569;8;Undirected;0.5
569;21;Undirected;0.5
569;27;Undirected;0.5
569;34;Undirected;0.5
569;74;Undirected;0.5
569;115;Undirected;0.5
569;129;Undirected;0.5
569;161;Undirected;0.5
569;222;Undirected;0.5
569;223;Undirected;0.5
569;228;Undirected;0.5
569;268;Undirected;0.5
569;279;Undirected;0.5
569;281;Undirected;0.5
569;290;Undirected;1.0
569;295;Undirected;0.5
569;324;Undirected;1.0
569;343;Undirected;0.5
569;355;Undirected;0.5
569;399;Undirected;0.5
569;405;Undirected;0.5
569;466;Undirected;0.5
569;475;Undirected;0.5
569;486;Undirected;0.5
569;494;Undirected;0.5
569;516;Undirected;0.5
569;527;Undirected;0.5
569;539;Undirected;0.5
569;543;Undirected;0.5
569;546;Undirected;0.5
569;555;Undirected;0.5
569;565;Undirected;1.0
569;584;Undirected;0.5
569;600;Undirected;0.5
569;602;Undirected;0.5
569;605;Undirected;0.5
569;610;Undirected;0.5
569;613;Undirected;0.5
569;628;Undirected;0.5
569;640;Undirected;1.0
569;644;Undirected;0.5
569;675;Undirected;0.5
569;800;Undirected;0.5
569;803;Undirected;0.5
569;809;Undirected;0.5
569;813;Undirected;0.5
569;836;Undirected;0.5
569;873;Undirected;0.5
569;874;Undirected;1.0
569;880;Undirected;0.5
569;907;Undirected;0.5
569;914;Undirected;0.5
569;915;Undirected;0.5
569;918;Undirected;0.5
569;919;Undirected;0.5
569;975;Undirected;0.5
569;978;Undirected;0.5
569;999;Undirected;0.5
569;1064;Undirected;0.5
569;1065;Undirected;0.5
569;1066;Undirected;1.0
569;1125;Undirected;0.5
569;1142;Undirected;0.5
569;1145;Undirected;0.5
569;1167;Undirected;0.5
569;1172;Undirected;0.5
569;1174;Undirected;0.5
569;1183;Undirected;0.5
569;1210;Undirected;0.5
569;1212;Undirected;0.5
569;1234;Undirected;0.5
569;1235;Undirected;0.5
569;1252;Undirected;0.5
569;1262;Undirected;0.5
569;1290;Undirected;0.5
569;1324;Undirected;0.5
569;1339;Undirected;0.5
569;1378;Undirected;1.0
569;1380;Undirected;0.5
569;1382;Undirected;0.5
569;1384;Undirected;0.5
569;1392;Undirected;0.5
569;1418;Undirected;0.5
569;1434;Undirected;0.5
569;1470;Undirected;0.5
569;1474;Undirected;0.5
569;1501;Undirected;1.0
569;1512;Undirected;0.5
569;1524;Undirected;0.5
569;1539;Undirected;0.5
569;1554;Undirected;0.5
569;1579;Undirected;0.5
569;1588;Undirected;0.5
569;1608;Undirected;0.5
569;1612;Undirected;1.0
569;1634;Undirected;0.5
569;1644;Undirected;0.5
569;1660;Undirected;1.0
569;1667;Undirected;0.5
569;1675;Undirected;0.5
569;1687;Undirected;0.5
569;1720;Undirected;0.5
569;1749;Undirected;0.5
569;1780;Undirected;0.5
570;51;Undirected;0.5
570;97;Undirected;0.5
570;126;Undirected;0.5
570;165;Undirected;0.5
570;247;Undirected;0.5
570;263;Undirected;0.5
570;327;Undirected;0.5
570;360;Undirected;0.5
570;407;Undirected;0.5
570;418;Undirected;0.5
570;563;Undirected;0.5
570;615;Undirected;0.5
570;750;Undirected;0.5
570;758;Undirected;0.5
570;1069;Undirected;0.5
570;1171;Undirected;0.5
570;1306;Undirected;0.5
570;1343;Undirected;0.5
570;1412;Undirected;0.5
570;1426;Undirected;0.5
570;1684;Undirected;0.5
570;1685;Undirected;0.5
570;1694;Undirected;0.5
570;1720;Undirected;0.5
572;112;Undirected;0.5
572;168;Undirected;0.5
572;246;Undirected;0.5
